game_id,play_id,nfl_id,engaged_player_count,close_player_count,max_engaged,max_close,longest_engaged,longest_close,per_frames_engaged,per_frames_close,display_name,avg_speed,min_speed,max_speed,min_acceleration,avg_acceleration,max_acceleration,quickest_slowdown,total_distance,home,jersey_number,position.x,pivots_total,high_acceleration_pivots_total,high_speed_pivots_total,high_speed_frames,double_moves,lateral_distance,starting_x,starting_y,sideline_to_sideline,cross_lateral_midfield,abbr_name,injured,season,week,game_date,game_time_eastern,home_team_abbr,visitor_team_abbr,height,weight,birth_date,college_name,position.y,snap_detail,snap_time,operation_time,hang_time,kick_type,kick_direction_intended,kick_direction_actual,return_direction_intended,return_direction_actual,missed_tackler,assist_tackler,tackler,kickoff_return_formation,gunners,punt_rushers,special_teams_safeties,vises,kick_contact_type,play_description,quarter,down,yards_to_go,possession_team,special_teams_play_type,special_teams_result,kicker_id,returner_id,kick_blocker_id,yardline_side,yardline_number,game_clock,penalty_codes,penalty_jersey_numbers,penalty_yards,pre_snap_home_score,pre_snap_visitor_score,pass_result,kick_length,kick_return_yardage,play_result,absolute_yardline_number,kick_intended_achieved,return_intended_achieved,above_average_snap_time,above_average_operation_time,penalty_on_play,home_team_pt_dif,kick_returned,team_name,player_team,is_gunner,is_punt_rusher,is_special_teams_safety,is_missed_tackler,is_assist_tackler,is_tackler,is_vises,is_returner,called_for_penalty,season_quarter,game_time_slot
2018090900,674,46532,1,9,1,9,7,45,0.050359712230215826,0.3597122302158273,Janarion Grant,1.8196402877697841,0,5.64,0.01,1.8028057553956836,4.94,NA,25.2,home,84,WR,4,0,0,10,0,14.939999999999998,44.64,28.32,0,1,NA,0,2018,1,09/09/2018,13:00:00,BAL,BUF,5-10,173,11/20/1993,Rutgers,WR,OK,0.8,2.03,4.78,N,C,C,L,L,BUF 26,BUF 57,BUF 18,NA,BUF 30; BUF 26,NA,NA,BAL 36; BAL 26; BAL 25,CC,"(5:43) (Punt formation) C.Bojorquez punts 51 yards to BAL 31, Center-R.Ferguson. J.Grant to BAL 34 for 3 yards (L.Alexander).",1,4,7,BUF,Punt,Return,46903,46532,NA,BUF,18,05:43:00,NA,NA,NA,7,0,NA,51,3,48,92,1,1,0,0,0,7,1,BAL,BAL 84,0,0,0,0,0,0,0,1,0,First,Early
2018090900,1136,46532,3,9,1,5,5,36,0.043010752688172046,0.45161290322580644,Janarion Grant,4.135698924731183,0,9.1,0,2.1063440860215055,4.75,NA,76.92,home,84,WR,5,0,0,64,0,32.93,84.19,28.66,0,0,NA,0,2018,1,09/09/2018,13:00:00,BAL,BUF,5-10,173,11/20/1993,Rutgers,WR,OK,0.82,2.05,3.62,N,C,C,L,L,BUF 30; BUF 50; BUF 69,NA,BUF 57,NA,BUF 30; BUF 26,BAL 36; BAL 37; BAL 49; BAL 54; BAL 56,NA,BAL 28; BAL 26,CC,"(14:21) (Punt formation) C.Bojorquez punts 49 yards to BAL 29, Center-R.Ferguson. J.Grant to BUF 20 for 51 yards (L.Alexander).",2,4,13,BUF,Punt,Return,46903,46532,NA,BUF,22,14:21:00,NA,NA,NA,14,0,NA,49,51,-2,32,1,1,0,0,0,14,1,BAL,BAL 84,0,0,0,0,0,0,0,1,0,First,Early
2018090900,1360,46532,3,6,1,4,1,19,0.024,0.336,Janarion Grant,1.90152,0.09,6.13,0.04,1.80992,4.58,NA,23.21,home,84,WR,0,0,0,11,0,14.29,82.36,28.24,0,0,NA,0,2018,1,09/09/2018,13:00:00,BAL,BUF,5-10,173,11/20/1993,Rutgers,WR,H,0.86,2.16,4.52,N,C,C,C,C,BUF 26,NA,BUF 18,NA,BUF 30; BUF 26,BAL 10,BAL 41,BAL 28; BAL 36; BAL 26,CC,"(12:09) (Punt formation) C.Bojorquez punts 50 yards to BAL 29, Center-R.Ferguson. J.Grant to BAL 30 for 1 yard (A.Holmes).",2,4,14,BUF,Punt,Return,46903,46532,NA,BUF,21,12:09:00,NA,NA,NA,17,0,NA,50,1,49,31,1,1,0,0,0,17,1,BAL,BAL 84,0,0,0,0,0,0,0,1,0,First,Early
2018090900,1992,42573,2,8,1,8,10,30,0.0990990990990991,0.2702702702702703,Marcus Murphy,2.869369369369369,0.02,8.13,0.04,1.787027027027027,4.64,NA,31.8,away,45,RB,3,0,0,29,0,10.209999999999997,9.7,28.12,0,1,NA,0,2018,1,09/09/2018,13:00:00,BAL,BUF,69,195,1991-10-03,Missouri,RB,NA,NA,NA,3.99,D,C,C,C,C,NA,NA,BAL 56,8-0-2,NA,NA,BAL 25; BAL 28,NA,NA,J.Tucker kicks 65 yards from BAL 35 to BUF 0. M.Murphy to BUF 25 for 25 yards (T.Williams).,2,0,0,BAL,Kickoff,Return,39470,42573,NA,BAL,35,04:16:00,NA,NA,NA,20,0,NA,65,25,40,75,1,1,0,0,0,20,1,BUF,BUF 45,0,0,0,0,0,0,0,1,0,First,Early
2018090900,2416,42573,4,10,2,6,16,47,0.15555555555555556,0.43703703703703706,Marcus Murphy,3.6465925925925924,0.03,7.82,0.09,2.179851851851852,4.69,NA,49.21,away,45,RB,3,0,0,35,0,7.739999999999998,9.88,28.31,0,0,NA,0,2018,1,09/09/2018,13:00:00,BAL,BUF,69,195,1991-10-03,Missouri,RB,NA,NA,NA,NA,Q,C,C,C,C,BAL 10; BAL 29,NA,BAL 36,8-0-2,NA,NA,NA,NA,NA,"J.Tucker kicks 61 yards from BAL 35 to BUF 4. M.Murphy to BUF 40 for 36 yards (C.Clark). PENALTY on BAL, Illegal Formation, 5 yards, enforced at BUF 40.",2,0,0,BAL,Kickoff,Return,39470,42573,NA,BAL,35,00:13:00,ILF,BAL,-5,26,0,NA,61,36,20,75,1,1,0,0,1,26,1,BUF,BUF 45,0,0,0,0,0,0,0,1,0,First,Early
2018090900,2777,42573,1,5,1,5,14,29,0.12612612612612611,0.26126126126126126,Marcus Murphy,2.980810810810811,0.04,8.01,0.04,1.7382882882882882,6.39,NA,33.11,away,45,RB,2,0,0,28,0,6.27,9.68,27.62,0,0,NA,0,2018,1,09/09/2018,13:00:00,BAL,BUF,69,195,1991-10-03,Missouri,RB,NA,NA,NA,3.92,D,C,C,C,C,NA,NA,BAL 41,8-0-2,NA,NA,BAL 25; BAL 26,NA,NA,J.Tucker kicks 65 yards from BAL 35 to BUF 0. M.Murphy to BUF 27 for 27 yards (A.Levine).,3,0,0,BAL,Kickoff,Return,39470,42573,NA,BAL,35,12:28:00,NA,NA,NA,33,0,NA,65,27,38,75,1,1,0,0,0,33,1,BUF,BUF 45,0,0,0,0,0,0,0,1,0,First,Early
2018090900,3079,37228,2,7,2,7,16,41,0.1259259259259259,0.3037037037037037,Jeremy Kerley,1.9674814814814814,0,5.57,0,1.6895555555555555,6.65,NA,26.48,away,10,WR,3,1,1,11,0,9.209999999999997,44.76,28.15,0,0,NA,0,2018,1,09/09/2018,13:00:00,BAL,BUF,5-9,188,11/08/1988,Texas Christian,WR,OK,0.84,2.21,4.06,N,C,C,C,C,NA,NA,BAL 26,NA,BAL 26; BAL 10,NA,NA,BUF 16; BUF 29; BUF 30; BUF 26,CC,"(8:22) (Punt formation) S.Koch punts 46 yards to BUF 31, Center-M.Cox. J.Kerley to BUF 37 for 6 yards (M.Canady).",3,4,17,BAL,Punt,Return,31018,37228,NA,BAL,23,08:22:00,NA,NA,NA,40,0,NA,46,6,40,87,1,1,0,0,0,40,1,BUF,BUF 10,0,0,0,0,0,0,0,1,0,First,Early
2018090900,3655,42573,1,7,1,5,1,31,0.007633587786259542,0.2595419847328244,Marcus Murphy,2.7291603053435116,0.01,6.2,0.1,2.032671755725191,5.66,NA,35.76,away,45,RB,3,0,0,29,0,22.83,95.53,28.35,0,1,NA,0,2018,1,09/09/2018,13:00:00,BAL,BUF,69,195,1991-10-03,Missouri,RB,OK,0.86,2.25,4.07,N,L,L,R,R,NA,NA,BAL 26,NA,BAL 26; BAL 28,NA,NA,BUF 30; BUF 26,CC,"(14:47) (Punt formation) S.Koch punts 50 yards to BUF 9, Center-M.Cox. M.Murphy to BUF 18 for 9 yards (M.Canady).",4,4,5,BAL,Punt,Return,31018,42573,NA,BAL,41,14:47:00,NA,NA,NA,40,3,NA,50,9,41,51,1,1,0,0,0,37,1,BUF,BUF 45,0,0,0,0,0,0,0,1,0,First,Early
2018090900,3851,46532,1,1,1,1,4,18,0.04,0.18,Janarion Grant,2.1048,0,4.02,0,1.3399,3.86,NA,21.23,home,84,WR,2,0,0,0,0,13.45,28.92,31.02,0,1,NA,0,2018,1,09/09/2018,13:00:00,BAL,BUF,5-10,173,11/20/1993,Rutgers,WR,>,0.94,2.25,3.23,N,R,R,L,L,NA,NA,BUF 26,NA,BUF 30; BUF 26,BAL 56,NA,BAL 28; BAL 36; BAL 29,CFFG,"(12:05) (Punt formation) C.Bojorquez punts 54 yards to BAL 11, Center-R.Ferguson. J.Grant to BAL 11 for no gain (T.Jones).",4,4,8,BUF,Punt,Return,46903,46532,NA,BUF,35,12:05:00,NA,NA,NA,40,3,NA,54,0,54,75,1,1,0,0,0,37,1,BAL,BAL 84,0,0,0,0,0,0,0,1,0,First,Early
2018090900,4236,42573,2,8,1,5,5,47,0.041666666666666664,0.4444444444444444,Marcus Murphy,4.229236111111111,0.01,7.82,0.1,1.8934722222222222,6.32,NA,61.03,away,45,RB,4,0,0,73,0,22.58,110.06,26.18,0,0,NA,0,2018,1,09/09/2018,13:00:00,BAL,BUF,69,195,1991-10-03,Missouri,RB,NA,NA,NA,3.81,D,C,C,R,R,BAL 09,NA,BAL 28,8-0-2,NA,NA,BAL 25; BAL 28,NA,NA,J.Tucker kicks 65 yards from BAL 35 to BUF 00. M.Murphy to BUF 49 for 49 yards (A.Averett).,4,0,0,BAL,Kickoff,Return,39470,42573,NA,BAL,35,03:52:00,NA,NA,NA,47,3,NA,65,49,16,45,1,1,0,0,0,44,1,BUF,BUF 45,0,0,0,0,0,0,0,1,0,First,Early
2018090901,588,44946,1,8,1,5,3,21,0.022556390977443608,0.3157894736842105,Ryan Switzer,3.1109022556390977,0.1,7.71,0.04,2.3821804511278195,6.46,NA,41.37,away,10,WR,0,0,0,31,0,10.479999999999997,45.02,30.81,0,1,NA,0,2018,1,09/09/2018,13:00:00,CLE,PIT,5-8,185,1994-11-04,North Carolina,WR,OK,0.9,2.17,4.02,N,C,C,C,C,NA,NA,CLE 26,NA,CLE 20; CLE 37,PIT 45,NA,PIT 25; PIT 23; PIT 88,CC,"(6:34) (Punt formation) B.Colquitt punts 47 yards to PIT 28, Center-C.Hughlett. R.Switzer to 50 for 22 yards (B.Boddy-Calhoun).",1,4,9,CLE,Punt,Return,34723,44946,NA,CLE,25,06:34:00,NA,NA,NA,0,0,NA,47,22,25,85,1,1,0,0,0,0,1,PIT,PIT 10,0,0,0,0,0,0,0,1,0,First,Early
2018090901,887,44946,0,6,0,4,0,30,0,0.3262411347517731,Ryan Switzer,3.399645390070922,0.36,8,0.01,1.8786524822695037,5.86,NA,47.97,away,10,WR,0,0,0,38,0,22.46,41.94,19.13,0,1,NA,0,2018,1,09/09/2018,13:00:00,CLE,PIT,5-8,185,1994-11-04,North Carolina,WR,OK,0.87,2.19,4.77,N,C,C,R,R,NA,NA,NA,NA,CLE 38; CLE 37,PIT 20; PIT 34; PIT 37; PIT 44; PIT 45; PIT 54; PIT 56,NA,PIT 25; PIT 23; PIT 88,CC,"(2:07) (Punt formation) B.Colquitt punts 52 yards to PIT 22, Center-C.Hughlett. R.Switzer to CLE 44 for 34 yards (N.Chubb). PENALTY on PIT-D.Heyward-Bey, Offensive Holding, 10 yards, enforced at PIT 22. Penalty on PIT-R.Nix, Offensive Holding, declined.",1,4,10,CLE,Punt,Return,34723,44946,NA,CLE,26,02:07:00,OH;OH,PIT 88;PIT 45,10,0,0,NA,52,0,62,84,1,1,0,0,1,0,1,PIT,PIT 10,0,0,0,0,0,0,0,1,0,First,Early
2018090901,1491,44946,0,5,0,3,0,33,0,0.3492063492063492,Ryan Switzer,2.762063492063492,0.05,6.74,0.04,1.9765873015873017,7.24,NA,34.27,away,10,WR,3,0,0,20,0,16.56,99.65,28.23,0,0,NA,0,2018,1,09/09/2018,13:00:00,CLE,PIT,5-8,185,1994-11-04,North Carolina,WR,OK,0.77,2.06,3.92,A,L,L,C,C,NA,NA,CLE 37,NA,CLE 37; CLE 38,PIT 45,NA,PIT 25; PIT 23; PIT 88,CC,"(7:39) B.Colquitt punts 39 yards to PIT 8, Center-C.Hughlett. R.Switzer to PIT 12 for 4 yards (D.Rice).",2,4,20,CLE,Punt,Return,34723,44946,NA,PIT,47,07:39:00,NA,NA,NA,0,7,NA,39,4,35,63,1,1,0,0,0,-7,1,PIT,PIT 10,0,0,0,0,0,0,0,1,0,First,Early
2018090901,2022,44837,1,7,1,6,3,22,0.02586206896551724,0.22413793103448276,Jabrill Peppers,4.48051724137931,0.18,8.94,0.07,2.6366379310344827,8.48,NA,51.31,home,22,FS,2,0,0,53,0,25.84,115.13,30.98,0,0,NA,0,2018,1,09/09/2018,13:00:00,CLE,PIT,5-11,213,1995-10-04,Michigan,SS,NA,NA,NA,3.9,D,C,C,L,L,NA,NA,NA,8-0-1,NA,NA,PIT 20; PIT 28,NA,NA,"C.Boswell kicks 65 yards from PIT 35 to CLE 0. J.Peppers to CLE 24 for 24 yards (T.Matakevich). PENALTY on CLE-D.Rice, Illegal Block Above the Waist, 10 yards, enforced at CLE 24.",3,0,0,PIT,Kickoff,Return,41953,44837,NA,PIT,35,15:00:00,IBW,CLE 37,10,0,7,NA,65,24,51,45,1,1,0,0,1,-7,1,CLE,CLE 22,0,0,0,0,0,0,0,1,0,First,Early
2018090901,2302,44946,1,5,1,2,6,28,0.04918032786885246,0.39344262295081966,Ryan Switzer,3.8951639344262294,0.31,8.79,0.17,2.1582786885245904,5.99,NA,47.68,away,10,WR,1,0,0,43,0,15.519999999999996,3.76,31.03,0,1,NA,0,2018,1,09/09/2018,13:00:00,CLE,PIT,5-8,185,1994-11-04,North Carolina,WR,NA,NA,NA,3.95,D,C,C,L,C,NA,NA,CLE 37,8-0-2,NA,NA,CLE 23; CLE 26,NA,NA,Z.Gonzalez kicks 67 yards from CLE 35 to PIT -2. R.Switzer to PIT 26 for 28 yards (D.Rice).,3,0,0,CLE,Kickoff,Return,45037,44946,NA,CLE,35,10:05:00,NA,NA,NA,7,7,NA,67,28,39,75,1,1,0,0,0,0,1,PIT,PIT 10,0,0,0,0,0,0,0,1,0,First,Early
2018090901,2489,41448,1,5,1,5,4,24,0.0380952380952381,0.22857142857142856,T.J. Carrie,2.155809523809524,0.11,6.82,0.06,1.7835238095238095,5.13,NA,22.92,home,38,CB,1,0,0,17,0,8.499999999999998,110.36,14.62,0,1,NA,0,2018,1,09/09/2018,13:00:00,CLE,PIT,6-0,204,1990-07-28,Ohio,CB,NA,NA,NA,4.17,D,R,R,C,C,NA,NA,PIT 44,8-0-1,NA,NA,PIT 20; PIT 28,NA,NA,"C.Boswell kicks 63 yards from PIT 35 to CLE 2. T.Carrie to CLE 16 for 14 yards (T.Matakevich). PENALTY on CLE-O.Charles, Illegal Block Above the Waist, 8 yards, enforced at CLE 16.",3,0,0,PIT,Kickoff,Return,41953,41448,NA,PIT,35,08:24:00,IBW,CLE 82,8,7,14,NA,63,14,57,45,1,1,0,0,1,-7,1,CLE,CLE 38,0,0,0,0,0,0,0,1,0,First,Early
2018090901,2632,44946,1,5,1,3,1,25,0.008849557522123894,0.3185840707964602,Ryan Switzer,4.047079646017699,0.85,8.9,0.14,1.6553097345132743,4.18,NA,45.68,away,10,WR,0,0,0,42,0,28.340000000000003,57.18,31.02,0,1,NA,0,2018,1,09/09/2018,13:00:00,CLE,PIT,5-8,185,1994-11-04,North Carolina,WR,OK,0.89,2.25,3.86,N,C,C,L,L,NA,NA,CLE 26,NA,CLE 38; CLE 37,NA,PIT 88,PIT 20; PIT 25; PIT 23,CC,"(6:18) (Punt formation) B.Colquitt punts 45 yards to PIT 41, Center-C.Hughlett. R.Switzer to CLE 39 for 20 yards (D.Kindred).",3,4,17,CLE,Punt,Return,34723,44946,NA,CLE,14,06:18:00,NA,NA,NA,7,14,NA,45,20,25,96,1,1,0,0,0,-7,1,PIT,PIT 10,0,0,0,0,0,0,0,1,0,First,Early
2018090901,2735,46174,1,3,1,3,3,20,0.033707865168539325,0.2247191011235955,Antonio Callaway,2.1987640449438204,0.15,6.66,0.27,2.1697752808988766,6.36,NA,19.5,home,11,WR,3,0,0,17,0,11.859999999999996,108.22,35.98,0,0,NA,0,2018,1,09/09/2018,13:00:00,CLE,PIT,5-11,200,1997-01-09,Florida,WR,NA,NA,NA,3.92,P,C,C,C,C,NA,NA,PIT 44,8-0-1,NA,NA,PIT 20; PIT 28,NA,NA,C.Boswell kicks 47 yards from 50 to CLE 3. A.Callaway to CLE 11 for 8 yards (T.Matakevich).,3,0,0,PIT,Kickoff,Return,41953,46174,NA,NA,50,05:23:00,NA,NA,NA,7,21,NA,47,8,39,60,1,1,0,0,0,-14,1,CLE,CLE 11,0,0,0,0,0,0,0,1,0,First,Early
